Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,21883.400391,22114.300781,21143.500000,21143.500000,21143.500000,5983492600
2020-02-01,21143.500000,21950.900391,18866.000000,19330.900391,19330.900391,6142760000
2020-03-01,19330.900391,19967.400391,12373.500000,15101.099609,15101.099609,13960094200
2020-04-01,15101.099609,17107.000000,14083.299805,16454.500000,16454.500000,8354172700
2020-05-01,16454.500000,17396.599609,15194.200195,17043.000000,17043.000000,8681480400
2020-06-01,17043.000000,18447.900391,16691.599609,17119.199219,17119.199219,10280834900
2020-07-01,17119.199219,17583.300781,16869.199219,16932.699219,16932.699219,7541518700
2020-08-01,16932.699219,18096.500000,16816.199219,17788.300781,17788.300781,6363368800
2020-09-01,17788.300781,17861.900391,16738.099609,17315.300781,17315.300781,8446737100
2020-10-01,17315.300781,18216.099609,17039.099609,17214.400391,17214.400391,7279932800
2020-11-01,17214.400391,19831.099609,17036.400391,19336.300781,19336.300781,9072674100
2020-12-01,19336.300781,20282.400391,19334.199219,20182.699219,20182.699219,1961811300
2020-12-04,20132.439453,20282.359375,20105.320313,20182.689453,20182.689453,0
