Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,17131.599609,17666.500000,17033.199219,17318.500000,17318.500000,4661181300
2020-02-01,17351.000000,17970.500000,15896.400391,16263.099609,16263.099609,4968852600
2020-03-01,16325.000000,16798.199219,11172.700195,13378.799805,13378.799805,10996859000
2020-04-01,12966.799805,15257.900391,12814.000000,14780.700195,14780.700195,7314581900
2020-05-01,14563.000000,15342.400391,14187.500000,15192.799805,15192.799805,6397636900
2020-06-01,15177.599609,15980.099609,14934.700195,15515.200195,15515.200195,7063270400
2020-07-01,15694.099609,16317.900391,15391.700195,16169.200195,16169.200195,4284800500
2020-08-01,16172.599609,16835.099609,16172.599609,16514.400391,16514.400391,3995197200
2020-09-01,16533.199219,16725.699219,15725.000000,16121.400391,16121.400391,4935496800
2020-10-01,16189.700195,16611.000000,15418.500000,15580.599609,15580.599609,4432015700
2020-11-01,15684.900391,17411.000000,15569.400391,17190.300781,17190.300781,5684253000
2020-12-01,17431.300781,17525.699219,17220.900391,17521.000000,17521.000000,1120012200
2020-12-04,17438.900391,17525.740234,17437.449219,17520.970703,17520.970703,310266202
